original	length	gc	split
ENSMUSG00000091665.1	1588.0	0.39231738035264485	ENSMUSG00000091665
ENSMUSG00000033793.11	9746.0	0.3973938025856762	ENSMUSG00000033793
ENSMUSG00000104352.1	732.0	0.5259562841530054	ENSMUSG00000104352
ENSMUSG00000104046.1	2279.0	0.44361562088635365	ENSMUSG00000104046
ENSMUSG00000102907.1	2032.0	0.3617125984251969	ENSMUSG00000102907
ENSMUSG00000025905.12	9151.0	0.40312534149273305	ENSMUSG00000025905
ENSMUSG00000103936.1	394.0	0.4416243654822335	ENSMUSG00000103936
ENSMUSG00000093015.1	101.0	0.49504950495049505	ENSMUSG00000093015
ENSMUSG00000103519.1	1799.0	0.36853807670928296	ENSMUSG00000103519
ENSMUSG00000033774.4	3692.0	0.4872697724810401	ENSMUSG00000033774
ENSMUSG00000103090.1	1083.0	0.3444136657433056	ENSMUSG00000103090
ENSMUSG00000025907.13	14690.0	0.3749489448604493	ENSMUSG00000025907
ENSMUSG00000090031.2	5428.0	0.4355195283714075	ENSMUSG00000090031
ENSMUSG00000087247.3	971.0	0.42636457260556127	ENSMUSG00000087247
ENSMUSG00000103355.1	639.0	0.4303599374021909	ENSMUSG00000103355
ENSMUSG00000102706.1	473.0	0.6257928118393234	ENSMUSG00000102706
ENSMUSG00000103845.1	4530.0	0.46644591611479025	ENSMUSG00000103845
ENSMUSG00000033740.16	6464.0	0.42063737623762376	ENSMUSG00000033740
ENSMUSG00000103329.2	2915.0	0.4065180102915952	ENSMUSG00000103329
ENSMUSG00000104385.1	663.0	0.43891402714932126	ENSMUSG00000104385
ENSMUSG00000102135.1	626.0	0.5159744408945687	ENSMUSG00000102135
ENSMUSG00000103282.1	30.0	0.4666666666666667	ENSMUSG00000103282
ENSMUSG00000102534.1	325.0	0.5138461538461538	ENSMUSG00000102534
ENSMUSG00000102213.1	159.0	0.6477987421383647	ENSMUSG00000102213
ENSMUSG00000103629.1	641.0	0.41965678627145087	ENSMUSG00000103629
ENSMUSG00000051285.16	6654.0	0.38112413585813043	ENSMUSG00000051285
ENSMUSG00000098201.1	388.0	0.4510309278350515	ENSMUSG00000098201
ENSMUSG00000103509.1	4028.0	0.3753723932472691	ENSMUSG00000103509
ENSMUSG00000048538.7	1299.0	0.5519630484988453	ENSMUSG00000048538
ENSMUSG00000103709.1	178.0	0.449438202247191	ENSMUSG00000103709
ENSMUSG00000077244.1	130.0	0.45384615384615384	ENSMUSG00000077244
ENSMUSG00000102768.1	1012.0	0.4061264822134387	ENSMUSG00000102768
ENSMUSG00000097797.5	4339.0	0.41461166167319663	ENSMUSG00000097797
ENSMUSG00000103498.1	1124.0	0.3763345195729537	ENSMUSG00000103498
ENSMUSG00000103067.1	2596.0	0.3913713405238829	ENSMUSG00000103067
ENSMUSG00000102320.1	286.0	0.506993006993007	ENSMUSG00000102320
ENSMUSG00000104226.1	2095.0	0.4071599045346062	ENSMUSG00000104226
ENSMUSG00000103903.1	881.0	0.5312145289443814	ENSMUSG00000103903
ENSMUSG00000103557.1	1214.0	0.42833607907743	ENSMUSG00000103557
ENSMUSG00000025909.15	10908.0	0.40768243491015765	ENSMUSG00000025909
ENSMUSG00000102647.1	2532.0	0.36255924170616116	ENSMUSG00000102647
ENSMUSG00000086235.1	400.0	0.4725	ENSMUSG00000086235
ENSMUSG00000102253.1	3534.0	0.3548387096774194	ENSMUSG00000102253
ENSMUSG00000093970.1	110.0	0.5545454545454546	ENSMUSG00000093970
ENSMUSG00000103884.1	1164.0	0.3445017182130584	ENSMUSG00000103884
ENSMUSG00000084353.1	240.0	0.4458333333333333	ENSMUSG00000084353
ENSMUSG00000103933.1	198.0	0.5	ENSMUSG00000103933
ENSMUSG00000076135.1	110.0	0.32727272727272727	ENSMUSG00000076135
ENSMUSG00000086195.1	340.0	0.55	ENSMUSG00000086195
ENSMUSG00000104504.1	340.0	0.5352941176470588	ENSMUSG00000104504
ENSMUSG00000066693.2	626.0	0.4872204472843451	ENSMUSG00000066693
ENSMUSG00000102316.1	1050.0	0.35714285714285715	ENSMUSG00000102316
ENSMUSG00000103819.1	518.0	0.44594594594594594	ENSMUSG00000103819
ENSMUSG00000102871.1	3259.0	0.3510279226756674	ENSMUSG00000102871
ENSMUSG00000101571.2	960.0	0.49479166666666663	ENSMUSG00000101571
ENSMUSG00000104428.1	636.0	0.4889937106918239	ENSMUSG00000104428
ENSMUSG00000102272.1	1170.0	0.4162393162393162	ENSMUSG00000102272
ENSMUSG00000065625.1	103.0	0.38834951456310685	ENSMUSG00000065625
ENSMUSG00000103411.1	1406.0	0.3748221906116643	ENSMUSG00000103411
ENSMUSG00000061024.8	2048.0	0.54248046875	ENSMUSG00000061024
ENSMUSG00000025911.13	3780.0	0.4486772486772487	ENSMUSG00000025911
ENSMUSG00000079671.7	4910.0	0.41832993890020365	ENSMUSG00000079671
ENSMUSG00000081441.3	1102.0	0.4591651542649728	ENSMUSG00000081441
ENSMUSG00000067879.3	3256.0	0.44195331695331697	ENSMUSG00000067879
ENSMUSG00000099827.1	1067.0	0.47047797563261484	ENSMUSG00000099827
ENSMUSG00000025912.15	5402.0	0.3730099962976675	ENSMUSG00000025912
ENSMUSG00000045210.8	9749.0	0.3763462919273771	ENSMUSG00000045210
ENSMUSG00000097893.6	3101.0	0.5017736214124476	ENSMUSG00000097893
ENSMUSG00000025915.13	14311.0	0.4107330025854238	ENSMUSG00000025915
ENSMUSG00000046334.4	357.0	0.4341736694677871	ENSMUSG00000046334
ENSMUSG00000088916.1	105.0	0.4476190476190476	ENSMUSG00000088916
ENSMUSG00000046101.15	5916.0	0.4055104800540906	ENSMUSG00000046101
ENSMUSG00000098234.6	1146.0	0.512216404886562	ENSMUSG00000098234
ENSMUSG00000093178.1	87.0	0.4252873563218391	ENSMUSG00000093178
ENSMUSG00000099032.2	4193.0	0.44049606487002146	ENSMUSG00000099032
ENSMUSG00000104025.1	1374.0	0.6353711790393013	ENSMUSG00000104025
ENSMUSG00000025916.9	1523.0	0.4241628365068943	ENSMUSG00000025916
ENSMUSG00000087199.1	656.0	0.47865853658536583	ENSMUSG00000087199
ENSMUSG00000095780.1	104.0	0.375	ENSMUSG00000095780
ENSMUSG00000025917.8	3766.0	0.41317047265002654	ENSMUSG00000025917
ENSMUSG00000056763.15	17553.0	0.4008431607132684	ENSMUSG00000056763
ENSMUSG00000102356.1	920.0	0.3880434782608696	ENSMUSG00000102356
ENSMUSG00000067851.10	11318.0	0.39379749072274256	ENSMUSG00000067851
ENSMUSG00000088153.1	240.0	0.4375	ENSMUSG00000088153
ENSMUSG00000102556.1	1722.0	0.34494773519163763	ENSMUSG00000102556
ENSMUSG00000042501.11	6840.0	0.38318713450292397	ENSMUSG00000042501
ENSMUSG00000103810.1	2745.0	0.419672131147541	ENSMUSG00000103810
ENSMUSG00000083422.1	1456.0	0.43612637362637363	ENSMUSG00000083422
ENSMUSG00000094979.1	107.0	0.3925233644859813	ENSMUSG00000094979
ENSMUSG00000081417.1	492.0	0.589430894308943	ENSMUSG00000081417
ENSMUSG00000103448.1	1922.0	0.3975026014568158	ENSMUSG00000103448
ENSMUSG00000100212.1	1242.0	0.604669887278583	ENSMUSG00000100212
ENSMUSG00000100648.1	759.0	0.5401844532279315	ENSMUSG00000100648
ENSMUSG00000088585.1	91.0	0.4175824175824176	ENSMUSG00000088585
ENSMUSG00000048960.12	16609.0	0.4065867902944187	ENSMUSG00000048960
ENSMUSG00000077318.1	128.0	0.4140625	ENSMUSG00000077318
ENSMUSG00000101827.1	609.0	0.5139573070607554	ENSMUSG00000101827
ENSMUSG00000103494.1	3039.0	0.38565317538664035	ENSMUSG00000103494
ENSMUSG00000057715.12	9183.0	0.387781770663182	ENSMUSG00000057715
ENSMUSG00000103825.1	2471.0	0.3832456495346014	ENSMUSG00000103825
ENSMUSG00000099845.1	262.0	0.5343511450381679	ENSMUSG00000099845
ENSMUSG00000103561.1	2144.0	0.3777985074626866	ENSMUSG00000103561
ENSMUSG00000101610.1	873.0	0.4891179839633448	ENSMUSG00000101610
ENSMUSG00000093864.1	107.0	0.45794392523364486	ENSMUSG00000093864
ENSMUSG00000098555.1	121.0	0.4049586776859504	ENSMUSG00000098555
ENSMUSG00000097628.1	807.0	0.5390334572490707	ENSMUSG00000097628
ENSMUSG00000098163.1	687.0	0.4847161572052402	ENSMUSG00000098163
ENSMUSG00000097171.1	3200.0	0.42625	ENSMUSG00000097171
ENSMUSG00000101314.1	853.0	0.406799531066823	ENSMUSG00000101314
ENSMUSG00000016918.14	11294.0	0.4637860811050115	ENSMUSG00000016918
ENSMUSG00000025938.15	13137.0	0.44005480703356936	ENSMUSG00000025938
ENSMUSG00000104518.1	551.0	0.4301270417422868	ENSMUSG00000104518
ENSMUSG00000069620.6	321.0	0.5109034267912772	ENSMUSG00000069620
ENSMUSG00000099498.1	288.0	0.5034722222222222	ENSMUSG00000099498
ENSMUSG00000042414.7	2564.0	0.4801092043681747	ENSMUSG00000042414
ENSMUSG00000005886.13	15642.0	0.4856156501726122	ENSMUSG00000005886
ENSMUSG00000103506.1	2253.0	0.41899689303151355	ENSMUSG00000103506
ENSMUSG00000103495.1	1626.0	0.4704797047970479	ENSMUSG00000103495
ENSMUSG00000099183.1	82.0	0.524390243902439	ENSMUSG00000099183
ENSMUSG00000102639.1	695.0	0.5064748201438849	ENSMUSG00000102639
ENSMUSG00000104170.1	1872.0	0.4428418803418803	ENSMUSG00000104170
ENSMUSG00000087782.1	112.0	0.35714285714285715	ENSMUSG00000087782
ENSMUSG00000103085.1	4642.0	0.4263248599741491	ENSMUSG00000103085
ENSMUSG00000102664.1	2248.0	0.4208185053380783	ENSMUSG00000102664
ENSMUSG00000101476.1	681.0	0.40822320117474303	ENSMUSG00000101476
ENSMUSG00000101171.1	644.0	0.4860248447204969	ENSMUSG00000101171
ENSMUSG00000025935.9	3162.0	0.5066413662239089	ENSMUSG00000025935
ENSMUSG00000025937.6	4566.0	0.44743758212877793	ENSMUSG00000025937
ENSMUSG00000102982.1	1266.0	0.46445497630331756	ENSMUSG00000102982
ENSMUSG00000067813.3	1926.0	0.37331256490134995	ENSMUSG00000067813
ENSMUSG00000077368.1	131.0	0.45038167938931295	ENSMUSG00000077368
ENSMUSG00000097711.1	997.0	0.5346038114343029	ENSMUSG00000097711
ENSMUSG00000102166.1	2249.0	0.4415295686971987	ENSMUSG00000102166
ENSMUSG00000089358.1	308.0	0.4642857142857143	ENSMUSG00000089358
ENSMUSG00000104209.1	3605.0	0.4097087378640777	ENSMUSG00000104209
ENSMUSG00000025932.13	7808.0	0.4179047131147541	ENSMUSG00000025932
ENSMUSG00000095853.1	100.0	0.51	ENSMUSG00000095853
ENSMUSG00000102588.1	439.0	0.33940774487471526	ENSMUSG00000102588
ENSMUSG00000054493.2	3566.0	0.49691531127313515	ENSMUSG00000054493
ENSMUSG00000025930.6	2546.0	0.5483110761979575	ENSMUSG00000025930
ENSMUSG00000103492.1	4321.0	0.3957417264522102	ENSMUSG00000103492
ENSMUSG00000081201.1	288.0	0.4548611111111111	ENSMUSG00000081201
ENSMUSG00000082193.1	894.0	0.4519015659955257	ENSMUSG00000082193
ENSMUSG00000032769.4	4263.0	0.4177809054656345	ENSMUSG00000032769
ENSMUSG00000088159.1	120.0	0.4166666666666667	ENSMUSG00000088159
ENSMUSG00000073737.3	996.0	0.5522088353413654	ENSMUSG00000073737
ENSMUSG00000092083.4	15165.0	0.396505110451698	ENSMUSG00000092083
ENSMUSG00000102937.1	1533.0	0.3770384866275277	ENSMUSG00000102937
ENSMUSG00000104149.1	2089.0	0.3839157491622786	ENSMUSG00000104149
ENSMUSG00000088829.1	112.0	0.4553571428571429	ENSMUSG00000088829
ENSMUSG00000077377.1	132.0	0.48484848484848486	ENSMUSG00000077377
ENSMUSG00000101652.1	251.0	0.46215139442231074	ENSMUSG00000101652
ENSMUSG00000100814.1	100.0	0.4	ENSMUSG00000100814
ENSMUSG00000025925.13	4608.0	0.3871527777777778	ENSMUSG00000025925
ENSMUSG00000104379.1	3169.0	0.4114862732723257	ENSMUSG00000104379
ENSMUSG00000032719.4	2748.0	0.5043668122270742	ENSMUSG00000032719
ENSMUSG00000088943.1	303.0	0.5082508250825082	ENSMUSG00000088943
ENSMUSG00000100652.1	553.0	0.45027124773960214	ENSMUSG00000100652
ENSMUSG00000067795.12	2063.0	0.4658264663111973	ENSMUSG00000067795
ENSMUSG00000043716.12	2687.0	0.45962039449199854	ENSMUSG00000043716
ENSMUSG00000025921.7	4160.0	0.4567307692307693	ENSMUSG00000025921
ENSMUSG00000104165.1	2321.0	0.37052994398965966	ENSMUSG00000104165
ENSMUSG00000100868.1	1515.0	0.4844884488448845	ENSMUSG00000100868
ENSMUSG00000025920.18	6747.0	0.4468652734548688	ENSMUSG00000025920
ENSMUSG00000089982.6	1003.0	0.481555333998006	ENSMUSG00000089982
ENSMUSG00000025939.16	4930.0	0.43995943204868154	ENSMUSG00000025939
ENSMUSG00000102457.1	2980.0	0.5026845637583892	ENSMUSG00000102457
ENSMUSG00000079658.8	3026.0	0.4365499008592201	ENSMUSG00000079658
ENSMUSG00000097744.1	2788.0	0.40423242467718795	ENSMUSG00000097744
ENSMUSG00000100959.1	683.0	0.363103953147877	ENSMUSG00000100959
ENSMUSG00000025940.6	1820.0	0.4445054945054945	ENSMUSG00000025940
ENSMUSG00000025779.9	1021.0	0.39960822722820766	ENSMUSG00000025779
ENSMUSG00000100093.1	419.0	0.568019093078759	ENSMUSG00000100093
ENSMUSG00000091020.3	1860.0	0.5129032258064516	ENSMUSG00000091020
ENSMUSG00000101640.1	176.0	0.4431818181818182	ENSMUSG00000101640
ENSMUSG00000104133.1	827.0	0.3361547762998791	ENSMUSG00000104133
ENSMUSG00000042686.5	4998.0	0.3951580632252901	ENSMUSG00000042686
ENSMUSG00000100110.1	359.0	0.4651810584958217	ENSMUSG00000100110
ENSMUSG00000025777.8	7731.0	0.40434613892122623	ENSMUSG00000025777
ENSMUSG00000099899.1	1011.0	0.41543026706231456	ENSMUSG00000099899
ENSMUSG00000100272.1	379.0	0.4116094986807388	ENSMUSG00000100272
ENSMUSG00000100398.1	472.0	0.4470338983050848	ENSMUSG00000100398
ENSMUSG00000101589.1	2870.0	0.44285714285714284	ENSMUSG00000101589
ENSMUSG00000102048.1	486.0	0.46502057613168724	ENSMUSG00000102048
ENSMUSG00000089534.1	111.0	0.42342342342342343	ENSMUSG00000089534
ENSMUSG00000067780.3	6923.0	0.3556261736241514	ENSMUSG00000067780
ENSMUSG00000100053.1	4218.0	0.3402086296823139	ENSMUSG00000100053
ENSMUSG00000085125.6	8345.0	0.38274415817855	ENSMUSG00000085125
ENSMUSG00000025776.12	4515.0	0.42236987818383165	ENSMUSG00000025776
ENSMUSG00000099895.1	629.0	0.3529411764705882	ENSMUSG00000099895
ENSMUSG00000100554.1	1399.0	0.42530378842030025	ENSMUSG00000100554
ENSMUSG00000099473.1	586.0	0.3890784982935154	ENSMUSG00000099473
ENSMUSG00000099591.1	2557.0	0.3785686351192804	ENSMUSG00000099591
ENSMUSG00000102001.1	199.0	0.3467336683417085	ENSMUSG00000102001
ENSMUSG00000101717.1	142.0	0.46478873239436624	ENSMUSG00000101717
ENSMUSG00000025774.13	2737.0	0.3591523565948118	ENSMUSG00000025774
ENSMUSG00000070977.4	219.0	0.365296803652968	ENSMUSG00000070977
ENSMUSG00000073735.1	258.0	0.33333333333333337	ENSMUSG00000073735
ENSMUSG00000067773.6	610.0	0.33934426229508197	ENSMUSG00000067773
ENSMUSG00000101685.1	985.0	0.4101522842639594	ENSMUSG00000101685
ENSMUSG00000101306.1	909.0	0.4620462046204621	ENSMUSG00000101306
ENSMUSG00000088800.1	72.0	0.5277777777777778	ENSMUSG00000088800
ENSMUSG00000101644.1	112.0	0.39285714285714285	ENSMUSG00000101644
ENSMUSG00000099433.1	279.0	0.4444444444444445	ENSMUSG00000099433
ENSMUSG00000089787.2	918.0	0.4128540305010893	ENSMUSG00000089787
ENSMUSG00000042596.7	1954.0	0.4825997952917093	ENSMUSG00000042596
ENSMUSG00000100720.1	545.0	0.48623853211009177	ENSMUSG00000100720
ENSMUSG00000025927.12	6338.0	0.4640265067844746	ENSMUSG00000025927
ENSMUSG00000100538.1	202.0	0.44554455445544555	ENSMUSG00000100538
ENSMUSG00000101117.1	472.0	0.44279661016949157	ENSMUSG00000101117
ENSMUSG00000100204.1	2246.0	0.4772929652715939	ENSMUSG00000100204
ENSMUSG00000084668.1	65.0	0.4307692307692308	ENSMUSG00000084668
ENSMUSG00000102597.1	2499.0	0.3677470988395358	ENSMUSG00000102597
ENSMUSG00000043760.15	14310.0	0.39308176100628933	ENSMUSG00000043760
ENSMUSG00000104095.1	3479.0	0.37597010635240014	ENSMUSG00000104095
ENSMUSG00000089914.2	788.0	0.4416243654822335	ENSMUSG00000089914
ENSMUSG00000090142.2	553.0	0.45027124773960214	ENSMUSG00000090142
ENSMUSG00000070175.1	102.0	0.4019607843137255	ENSMUSG00000070175
ENSMUSG00000065559.1	73.0	0.4246575342465753	ENSMUSG00000065559
ENSMUSG00000099906.1	5551.0	0.4114573950639524	ENSMUSG00000099906
ENSMUSG00000065480.1	119.0	0.5630252100840336	ENSMUSG00000065480
ENSMUSG00000025929.4	1171.0	0.42442356959863364	ENSMUSG00000025929
ENSMUSG00000041872.8	2022.0	0.39020771513353114	ENSMUSG00000041872
ENSMUSG00000041859.10	3752.0	0.4728144989339019	ENSMUSG00000041859
ENSMUSG00000099714.1	1186.0	0.48903878583473864	ENSMUSG00000099714
ENSMUSG00000102121.1	833.0	0.45138055222088835	ENSMUSG00000102121
ENSMUSG00000088858.1	132.0	0.40909090909090906	ENSMUSG00000088858
ENSMUSG00000097934.1	1120.0	0.4955357142857143	ENSMUSG00000097934
ENSMUSG00000025931.14	5488.0	0.4662900874635568	ENSMUSG00000025931
ENSMUSG00000077314.1	131.0	0.46564885496183206	ENSMUSG00000077314
ENSMUSG00000100929.1	858.0	0.3554778554778555	ENSMUSG00000100929
ENSMUSG00000041809.5	2208.0	0.4846014492753623	ENSMUSG00000041809
ENSMUSG00000041779.5	6661.0	0.48175949557123554	ENSMUSG00000041779
ENSMUSG00000099971.1	546.0	0.4139194139194139	ENSMUSG00000099971
ENSMUSG00000100819.1	571.0	0.4605954465849387	ENSMUSG00000100819
ENSMUSG00000025933.14	1351.0	0.4766839378238342	ENSMUSG00000025933
ENSMUSG00000102633.1	2100.0	0.39285714285714285	ENSMUSG00000102633
ENSMUSG00000025934.14	4344.0	0.4139042357274402	ENSMUSG00000025934
ENSMUSG00000099343.1	633.0	0.42496050552922593	ENSMUSG00000099343
ENSMUSG00000096375.2	366.0	0.40710382513661203	ENSMUSG00000096375
ENSMUSG00000025936.14	1365.0	0.39267399267399267	ENSMUSG00000025936
ENSMUSG00000093963.1	439.0	0.4168564920273349	ENSMUSG00000093963
ENSMUSG00000067750.3	1987.0	0.42778057372924005	ENSMUSG00000067750
ENSMUSG00000086194.1	371.0	0.5040431266846361	ENSMUSG00000086194
ENSMUSG00000094436.1	228.0	0.42105263157894735	ENSMUSG00000094436
ENSMUSG00000041722.7	1946.0	0.4249743062692703	ENSMUSG00000041722
ENSMUSG00000085507.1	350.0	0.4942857142857143	ENSMUSG00000085507
ENSMUSG00000094926.1	228.0	0.42105263157894735	ENSMUSG00000094926
ENSMUSG00000085079.3	2236.0	0.4351520572450805	ENSMUSG00000085079
ENSMUSG00000085679.2	196.0	0.49489795918367346	ENSMUSG00000085679
ENSMUSG00000028033.15	7689.0	0.43061516452074394	ENSMUSG00000028033
ENSMUSG00000104138.1	2327.0	0.43403523850451226	ENSMUSG00000104138
ENSMUSG00000082935.3	1124.0	0.4332740213523132	ENSMUSG00000082935
ENSMUSG00000103748.1	1567.0	0.3937460114869177	ENSMUSG00000103748
ENSMUSG00000097109.1	2095.0	0.5541766109785202	ENSMUSG00000097109
ENSMUSG00000099692.1	552.0	0.4927536231884058	ENSMUSG00000099692
ENSMUSG00000100418.1	447.0	0.4429530201342282	ENSMUSG00000100418
ENSMUSG00000041670.14	7362.0	0.44974191795707685	ENSMUSG00000041670
ENSMUSG00000097642.1	802.0	0.46384039900249374	ENSMUSG00000097642
ENSMUSG00000101468.1	921.0	0.44842562432138977	ENSMUSG00000101468
ENSMUSG00000101227.1	2078.0	0.41385948026948993	ENSMUSG00000101227
ENSMUSG00000073730.2	1781.0	0.4845592363840539	ENSMUSG00000073730
ENSMUSG00000089553.1	121.0	0.47107438016528924	ENSMUSG00000089553
ENSMUSG00000102766.1	723.0	0.6154910096818811	ENSMUSG00000102766
ENSMUSG00000065405.3	71.0	0.5211267605633803	ENSMUSG00000065405
ENSMUSG00000097970.1	399.0	0.44360902255639095	ENSMUSG00000097970
ENSMUSG00000065567.1	84.0	0.4285714285714286	ENSMUSG00000065567
ENSMUSG00000100775.1	347.0	0.2564841498559078	ENSMUSG00000100775
ENSMUSG00000101226.1	644.0	0.4285714285714286	ENSMUSG00000101226
ENSMUSG00000026158.10	8109.0	0.414724380318165	ENSMUSG00000026158
ENSMUSG00000097920.1	989.0	0.4974721941354904	ENSMUSG00000097920
ENSMUSG00000099503.1	778.0	0.4241645244215938	ENSMUSG00000099503
ENSMUSG00000026156.8	6203.0	0.4746090601321941	ENSMUSG00000026156
ENSMUSG00000026155.12	3575.0	0.46265734265734265	ENSMUSG00000026155
ENSMUSG00000026154.4	874.0	0.4805491990846682	ENSMUSG00000026154
ENSMUSG00000102495.1	390.0	0.5974358974358974	ENSMUSG00000102495
ENSMUSG00000026153.14	7773.0	0.42570436125048244	ENSMUSG00000026153
ENSMUSG00000102398.1	2800.0	0.43964285714285717	ENSMUSG00000102398
ENSMUSG00000097670.1	867.0	0.44405997693194926	ENSMUSG00000097670
ENSMUSG00000026147.15	5068.0	0.505327545382794	ENSMUSG00000026147
ENSMUSG00000026141.12	6887.0	0.43661971830985913	ENSMUSG00000026141
ENSMUSG00000077463.1	137.0	0.5255474452554745	ENSMUSG00000077463
ENSMUSG00000099997.1	1337.0	0.5392670157068062	ENSMUSG00000099997
ENSMUSG00000100131.1	876.0	0.3458904109589041	ENSMUSG00000100131
ENSMUSG00000067736.2	294.0	0.41496598639455784	ENSMUSG00000067736
ENSMUSG00000101939.1	345.0	0.336231884057971	ENSMUSG00000101939
ENSMUSG00000101111.1	783.0	0.3895274584929757	ENSMUSG00000101111
ENSMUSG00000100862.1	678.0	0.3613569321533923	ENSMUSG00000100862
ENSMUSG00000102070.1	681.0	0.3876651982378855	ENSMUSG00000102070
ENSMUSG00000101249.1	492.0	0.4024390243902439	ENSMUSG00000101249
ENSMUSG00000073725.7	5960.0	0.43338926174496645	ENSMUSG00000073725
ENSMUSG00000100808.1	661.0	0.4175491679273827	ENSMUSG00000100808
ENSMUSG00000100483.1	1216.0	0.4555921052631579	ENSMUSG00000100483
ENSMUSG00000100450.1	816.0	0.40931372549019607	ENSMUSG00000100450
ENSMUSG00000099392.1	448.0	0.4642857142857143	ENSMUSG00000099392
ENSMUSG00000033569.16	18559.0	0.3663451694595614	ENSMUSG00000033569
ENSMUSG00000080849.1	444.0	0.5315315315315315	ENSMUSG00000080849
ENSMUSG00000104257.1	1551.0	0.3655705996131528	ENSMUSG00000104257
ENSMUSG00000096866.1	107.0	0.4392523364485981	ENSMUSG00000096866
ENSMUSG00000102296.1	1031.0	0.34626576139670223	ENSMUSG00000102296
ENSMUSG00000103209.1	3375.0	0.36503703703703705	ENSMUSG00000103209
ENSMUSG00000104027.1	3433.0	0.3815904456743373	ENSMUSG00000104027
ENSMUSG00000102407.1	2533.0	0.3880773786024477	ENSMUSG00000102407
ENSMUSG00000103214.1	3105.0	0.3780998389694042	ENSMUSG00000103214
ENSMUSG00000104100.1	3257.0	0.4055879643844028	ENSMUSG00000104100
ENSMUSG00000084740.1	104.0	0.3942307692307692	ENSMUSG00000084740
ENSMUSG00000103889.1	2935.0	0.35536626916524705	ENSMUSG00000103889
ENSMUSG00000101301.1	570.0	0.4736842105263158	ENSMUSG00000101301
ENSMUSG00000104221.1	2943.0	0.33231396534148827	ENSMUSG00000104221
ENSMUSG00000102250.1	3995.0	0.3466833541927409	ENSMUSG00000102250
ENSMUSG00000102317.1	5440.0	0.38198529411764703	ENSMUSG00000102317
ENSMUSG00000103563.1	2741.0	0.3491426486683692	ENSMUSG00000103563
ENSMUSG00000102465.1	3581.0	0.40351857023177884	ENSMUSG00000102465
